id,name,status,species,type,gender,origin,location,image,episode,url,created
131,Gar Gloonch,Dead,Alien,Zombodian,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",https://rickandmortyapi.com/api/character/avatar/131.jpeg,"['https://rickandmortyapi.com/api/episode/13', 'https://rickandmortyapi.com/api/episode/18', 'https://rickandmortyapi.com/api/episode/21']",https://rickandmortyapi.com/api/character/131,2017-12-26T19:54:43.476Z
132,Gar's Mytholog,Dead,Mytholog,,Male,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}","{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",https://rickandmortyapi.com/api/character/avatar/132.jpeg,['https://rickandmortyapi.com/api/episode/18'],https://rickandmortyapi.com/api/character/132,2017-12-26T20:02:38.033Z
133,Garblovian,Alive,Alien,Garblovian,Male,"{'name': 'Glaagablaaga', 'url': 'https://rickandmortyapi.com/api/location/36'}","{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/133.jpeg,"['https://rickandmortyapi.com/api/episode/13', 'https://rickandmortyapi.com/api/episode/19', 'https://rickandmortyapi.com/api/episode/21']",https://rickandmortyapi.com/api/character/133,2017-12-26T20:30:45.943Z
134,Garmanarnar,Alive,Alien,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/134.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/134,2017-12-26T20:36:54.577Z
135,Garment District Rick,Dead,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/135.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/135,2017-12-26T20:51:43.614Z
136,Gazorpazorpfield,Alive,Alien,Gazorpian,Male,"{'name': 'Gazorpazorp', 'url': 'https://rickandmortyapi.com/api/location/40'}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/136.jpeg,"['https://rickandmortyapi.com/api/episode/8', 'https://rickandmortyapi.com/api/episode/13']",https://rickandmortyapi.com/api/character/136,2017-12-27T17:59:59.058Z
137,Gene,Alive,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/137.jpeg,['https://rickandmortyapi.com/api/episode/26'],https://rickandmortyapi.com/api/character/137,2017-12-27T18:14:57.885Z
138,General Nathan,Dead,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/138.jpeg,['https://rickandmortyapi.com/api/episode/16'],https://rickandmortyapi.com/api/character/138,2017-12-27T18:22:18.387Z
139,General Store Owner,Dead,Alien,Cat-Person,Male,"{'name': 'Purge Planet', 'url': 'https://rickandmortyapi.com/api/location/9'}","{'name': 'Purge Planet', 'url': 'https://rickandmortyapi.com/api/location/9'}",https://rickandmortyapi.com/api/character/avatar/139.jpeg,['https://rickandmortyapi.com/api/episode/20'],https://rickandmortyapi.com/api/character/139,2017-12-27T18:41:03.124Z
140,Genital Washer,Alive,Human,,Male,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}","{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",https://rickandmortyapi.com/api/character/avatar/140.jpeg,['https://rickandmortyapi.com/api/episode/23'],https://rickandmortyapi.com/api/character/140,2017-12-27T18:47:44.566Z
141,Ghost in a Jar,Dead,Alien,"Parasite, Ghost",Genderless,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/141.jpeg,['https://rickandmortyapi.com/api/episode/15'],https://rickandmortyapi.com/api/character/141,2017-12-27T19:14:14.545Z
142,Gibble Snake,Dead,Alien,Animal,unknown,"{'name': 'Resort Planet', 'url': 'https://rickandmortyapi.com/api/location/37'}","{'name': 'Resort Planet', 'url': 'https://rickandmortyapi.com/api/location/37'}",https://rickandmortyapi.com/api/character/avatar/142.jpeg,['https://rickandmortyapi.com/api/episode/26'],https://rickandmortyapi.com/api/character/142,2017-12-27T20:16:32.187Z
143,Glasses Morty,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/143.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/143,2017-12-27T20:37:26.134Z
144,Glenn,Dead,Alien,Gromflomite,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Customs', 'url': 'https://rickandmortyapi.com/api/location/38'}",https://rickandmortyapi.com/api/character/avatar/144.jpeg,['https://rickandmortyapi.com/api/episode/1'],https://rickandmortyapi.com/api/character/144,2017-12-29T10:37:48.319Z
145,Glenn,Alive,Human,Eat shiter-Person,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/145.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/145,2017-12-29T11:03:43.118Z
146,Glexo Slim Slom,Alive,Alien,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",https://rickandmortyapi.com/api/character/avatar/146.jpeg,['https://rickandmortyapi.com/api/episode/18'],https://rickandmortyapi.com/api/character/146,2017-12-29T11:28:29.380Z
147,Gobo,Dead,Alien,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/147.jpeg,['https://rickandmortyapi.com/api/episode/29'],https://rickandmortyapi.com/api/character/147,2017-12-29T11:38:29.578Z
148,Goddess Beth,unknown,Mytholog,,Female,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}","{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",https://rickandmortyapi.com/api/character/avatar/148.jpeg,['https://rickandmortyapi.com/api/episode/18'],https://rickandmortyapi.com/api/character/148,2017-12-29T11:40:25.135Z
149,Gordon Lunas,Dead,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/149.jpeg,['https://rickandmortyapi.com/api/episode/29'],https://rickandmortyapi.com/api/character/149,2017-12-29T11:44:00.169Z
150,Cornvelious Daniel,Dead,Alien,Gromflomite,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Galactic Federation Prison', 'url': 'https://rickandmortyapi.com/api/location/39'}",https://rickandmortyapi.com/api/character/avatar/150.jpeg,['https://rickandmortyapi.com/api/episode/22'],https://rickandmortyapi.com/api/character/150,2017-12-29T12:02:33.550Z
151,Gwendolyn,unknown,Robot,Gazorpian reproduction robot,Female,"{'name': 'Gazorpazorp', 'url': 'https://rickandmortyapi.com/api/location/40'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/151.jpeg,['https://rickandmortyapi.com/api/episode/7'],https://rickandmortyapi.com/api/character/151,2017-12-29T12:31:50.388Z
152,Hammerhead Morty,unknown,Humanoid,Hammerhead-Person,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/152.jpeg,"['https://rickandmortyapi.com/api/episode/10', 'https://rickandmortyapi.com/api/episode/22']",https://rickandmortyapi.com/api/character/152,2017-12-29T15:20:16.842Z
153,Hamster In Butt,Alive,Animal,,unknown,"{'name': 'Hamster in Butt World', 'url': 'https://rickandmortyapi.com/api/location/41'}","{'name': 'Hamster in Butt World', 'url': 'https://rickandmortyapi.com/api/location/41'}",https://rickandmortyapi.com/api/character/avatar/153.jpeg,"['https://rickandmortyapi.com/api/episode/8', 'https://rickandmortyapi.com/api/episode/19']",https://rickandmortyapi.com/api/character/153,2017-12-29T15:27:54.281Z
154,Hamurai,Dead,Alien,Parasite,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/154.jpeg,['https://rickandmortyapi.com/api/episode/15'],https://rickandmortyapi.com/api/character/154,2017-12-29T15:32:05.287Z
155,Harold,Alive,Cronenberg,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/155.jpeg,['https://rickandmortyapi.com/api/episode/6'],https://rickandmortyapi.com/api/character/155,2017-12-29T15:41:18.773Z
156,Hemorrhage,Alive,Human,,Male,"{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}","{'name': 'Post-Apocalyptic Earth', 'url': 'https://rickandmortyapi.com/api/location/8'}",https://rickandmortyapi.com/api/character/avatar/156.jpeg,['https://rickandmortyapi.com/api/episode/23'],https://rickandmortyapi.com/api/character/156,2017-12-29T15:44:40.083Z
157,Hole in the Wall Where the Men Can See it All,unknown,unknown,Hole,Genderless,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/157.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/157,2017-12-29T15:47:57.352Z
158,Hookah Alien,Alive,Alien,Tuskfish,unknown,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Customs', 'url': 'https://rickandmortyapi.com/api/location/38'}",https://rickandmortyapi.com/api/character/avatar/158.jpeg,['https://rickandmortyapi.com/api/episode/1'],https://rickandmortyapi.com/api/character/158,2017-12-29T15:53:48.952Z
159,Hunter,Dead,Human,Clone,Male,"{'name': 'Earth (Giant Telepathic Spiders Dimension)', 'url': 'https://rickandmortyapi.com/api/location/42'}","{'name': 'Earth (Giant Telepathic Spiders Dimension)', 'url': 'https://rickandmortyapi.com/api/location/42'}",https://rickandmortyapi.com/api/character/avatar/159.jpeg,['https://rickandmortyapi.com/api/episode/17'],https://rickandmortyapi.com/api/character/159,2017-12-29T16:03:28.792Z
160,Hunter's Father,Alive,Human,,Male,"{'name': 'Earth (Giant Telepathic Spiders Dimension)', 'url': 'https://rickandmortyapi.com/api/location/42'}","{'name': 'Earth (Giant Telepathic Spiders Dimension)', 'url': 'https://rickandmortyapi.com/api/location/42'}",https://rickandmortyapi.com/api/character/avatar/160.jpeg,['https://rickandmortyapi.com/api/episode/17'],https://rickandmortyapi.com/api/character/160,2017-12-29T16:07:04.040Z
161,Hydrogen-F,Alive,Alien,Alphabetrian,Female,"{'name': 'Alphabetrium', 'url': 'https://rickandmortyapi.com/api/location/43'}","{'name': 'Alphabetrium', 'url': 'https://rickandmortyapi.com/api/location/43'}",https://rickandmortyapi.com/api/character/avatar/161.jpeg,['https://rickandmortyapi.com/api/episode/16'],https://rickandmortyapi.com/api/character/161,2017-12-29T16:10:40.290Z
162,Ice-T,Alive,Alien,Alphabetrian,Male,"{'name': 'Alphabetrium', 'url': 'https://rickandmortyapi.com/api/location/43'}","{'name': 'Alphabetrium', 'url': 'https://rickandmortyapi.com/api/location/43'}",https://rickandmortyapi.com/api/character/avatar/162.jpeg,['https://rickandmortyapi.com/api/episode/16'],https://rickandmortyapi.com/api/character/162,2017-12-29T16:42:59.207Z
163,Ideal Jerry,Dead,Mytholog,,Male,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}","{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",https://rickandmortyapi.com/api/character/avatar/163.jpeg,['https://rickandmortyapi.com/api/episode/18'],https://rickandmortyapi.com/api/character/163,2017-12-29T16:46:41.345Z
164,Insurance Rick,unknown,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/164.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/164,2017-12-29T17:03:08.645Z
165,Investigator Rick,Dead,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/165.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/165,2017-12-29T17:05:15.514Z
166,Invisi-trooper,Alive,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/166.jpeg,['https://rickandmortyapi.com/api/episode/31'],https://rickandmortyapi.com/api/character/166,2017-12-29T17:06:28.325Z
167,Izzy,Alive,Animal,Cat,unknown,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/167.jpeg,['https://rickandmortyapi.com/api/episode/24'],https://rickandmortyapi.com/api/character/167,2017-12-29T17:07:59.024Z
168,Jackie,Alive,Alien,Gazorpian,Female,"{'name': 'Gazorpazorp', 'url': 'https://rickandmortyapi.com/api/location/40'}","{'name': 'Gazorpazorp', 'url': 'https://rickandmortyapi.com/api/location/40'}",https://rickandmortyapi.com/api/character/avatar/168.jpeg,['https://rickandmortyapi.com/api/episode/7'],https://rickandmortyapi.com/api/character/168,2017-12-29T17:14:03.430Z
169,Jacob,Alive,Human,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/169.jpeg,"['https://rickandmortyapi.com/api/episode/3', 'https://rickandmortyapi.com/api/episode/15']",https://rickandmortyapi.com/api/character/169,2017-12-29T17:20:52.037Z
170,Jacqueline,Alive,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/170.jpeg,['https://rickandmortyapi.com/api/episode/27'],https://rickandmortyapi.com/api/character/170,2017-12-29T17:22:17.707Z
171,Jaguar,Alive,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/171.jpeg,['https://rickandmortyapi.com/api/episode/24'],https://rickandmortyapi.com/api/character/171,2017-12-29T17:25:38.138Z
172,Jamey,Alive,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/172.jpeg,['https://rickandmortyapi.com/api/episode/16'],https://rickandmortyapi.com/api/character/172,2017-12-29T17:30:20.654Z
173,Jan-Michael Vincent,Alive,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/173.jpeg,['https://rickandmortyapi.com/api/episode/19'],https://rickandmortyapi.com/api/character/173,2017-12-29T17:33:23.972Z
174,Jerry 5-126,Alive,Human,,Male,"{'name': 'Earth (5-126)', 'url': 'https://rickandmortyapi.com/api/location/17'}","{'name': 'Jerryboree', 'url': 'https://rickandmortyapi.com/api/location/44'}",https://rickandmortyapi.com/api/character/avatar/174.jpeg,['https://rickandmortyapi.com/api/episode/13'],https://rickandmortyapi.com/api/character/174,2017-12-29T17:50:19.991Z
175,Jerry Smith,Alive,Human,,Male,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/175.jpeg,"['https://rickandmortyapi.com/api/episode/1', 'https://rickandmortyapi.com/api/episode/2', 'https://rickandmortyapi.com/api/episode/3', 'https://rickandmortyapi.com/api/episode/4', 'https://rickandmortyapi.com/api/episode/5', 'https://rickandmortyapi.com/api/episode/6', 'https://rickandmortyapi.com/api/episode/22']",https://rickandmortyapi.com/api/character/175,2017-12-29T18:07:17.610Z
176,Celebrity Jerry,Alive,Human,,Male,"{'name': 'Earth (C-500A)', 'url': 'https://rickandmortyapi.com/api/location/23'}","{'name': 'Earth (C-500A)', 'url': 'https://rickandmortyapi.com/api/location/23'}",https://rickandmortyapi.com/api/character/avatar/176.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/176,2017-12-29T18:25:11.930Z
177,Jerry Smith,Alive,Human,,Male,"{'name': ""Earth (Evil Rick's Target Dimension)"", 'url': 'https://rickandmortyapi.com/api/location/34'}","{'name': ""Earth (Evil Rick's Target Dimension)"", 'url': 'https://rickandmortyapi.com/api/location/34'}",https://rickandmortyapi.com/api/character/avatar/177.jpeg,['https://rickandmortyapi.com/api/episode/10'],https://rickandmortyapi.com/api/character/177,2017-12-29T18:28:19.424Z
178,Jerry's Mytholog,Dead,Mytholog,,Male,"{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}","{'name': 'Nuptia 4', 'url': 'https://rickandmortyapi.com/api/location/13'}",https://rickandmortyapi.com/api/character/avatar/178.jpeg,['https://rickandmortyapi.com/api/episode/18'],https://rickandmortyapi.com/api/character/178,2017-12-29T18:29:31.279Z
179,Jessica,Alive,Cronenberg,,Female,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/179.jpeg,"['https://rickandmortyapi.com/api/episode/1', 'https://rickandmortyapi.com/api/episode/4', 'https://rickandmortyapi.com/api/episode/6']",https://rickandmortyapi.com/api/character/179,2017-12-29T18:34:37.806Z
180,Jessica,Alive,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/180.jpeg,"['https://rickandmortyapi.com/api/episode/11', 'https://rickandmortyapi.com/api/episode/13', 'https://rickandmortyapi.com/api/episode/17', 'https://rickandmortyapi.com/api/episode/18', 'https://rickandmortyapi.com/api/episode/26', 'https://rickandmortyapi.com/api/episode/27', 'https://rickandmortyapi.com/api/episode/28', 'https://rickandmortyapi.com/api/episode/29', 'https://rickandmortyapi.com/api/episode/30']",https://rickandmortyapi.com/api/character/180,2017-12-29T18:36:27.225Z
181,Jessica's Friend,Alive,Human,,Female,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/181.jpeg,"['https://rickandmortyapi.com/api/episode/1', 'https://rickandmortyapi.com/api/episode/4', 'https://rickandmortyapi.com/api/episode/6', 'https://rickandmortyapi.com/api/episode/11', 'https://rickandmortyapi.com/api/episode/17', 'https://rickandmortyapi.com/api/episode/18', 'https://rickandmortyapi.com/api/episode/25', 'https://rickandmortyapi.com/api/episode/27']",https://rickandmortyapi.com/api/character/181,2017-12-29T18:47:23.345Z
182,Jim,Alive,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/182.jpeg,['https://rickandmortyapi.com/api/episode/16'],https://rickandmortyapi.com/api/character/182,2017-12-29T18:49:48.953Z
183,Johnny Depp,Alive,Human,,Male,"{'name': 'Earth (C-500A)', 'url': 'https://rickandmortyapi.com/api/location/23'}","{'name': 'Earth (C-500A)', 'url': 'https://rickandmortyapi.com/api/location/23'}",https://rickandmortyapi.com/api/character/avatar/183.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/183,2017-12-29T18:51:29.693Z
184,Jon,Alive,Alien,Gazorpian,Male,"{'name': 'Gazorpazorp', 'url': 'https://rickandmortyapi.com/api/location/40'}","{'name': 'Interdimensional Cable', 'url': 'https://rickandmortyapi.com/api/location/6'}",https://rickandmortyapi.com/api/character/avatar/184.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/184,2017-12-29T18:54:04.572Z
185,Joseph Eli Lipkip,Alive,Human,,Male,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/185.jpeg,['https://rickandmortyapi.com/api/episode/30'],https://rickandmortyapi.com/api/character/185,2017-12-29T18:56:15.622Z
186,Joyce Smith,Alive,Human,,Female,"{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}","{'name': 'Earth (C-137)', 'url': 'https://rickandmortyapi.com/api/location/1'}",https://rickandmortyapi.com/api/character/avatar/186.jpeg,['https://rickandmortyapi.com/api/episode/3'],https://rickandmortyapi.com/api/character/186,2017-12-29T18:58:34.530Z
187,Juggling Rick,unknown,Human,,Male,"{'name': 'unknown', 'url': ''}","{'name': 'Citadel of Ricks', 'url': 'https://rickandmortyapi.com/api/location/3'}",https://rickandmortyapi.com/api/character/avatar/187.jpeg,['https://rickandmortyapi.com/api/episode/28'],https://rickandmortyapi.com/api/character/187,2017-12-29T18:59:47.440Z
188,Karen Entity,Alive,Alien,Unknown-nippled alien,Female,"{'name': ""Unity's Planet"", 'url': 'https://rickandmortyapi.com/api/location/28'}","{'name': ""Unity's Planet"", 'url': 'https://rickandmortyapi.com/api/location/28'}",https://rickandmortyapi.com/api/character/avatar/188.jpeg,['https://rickandmortyapi.com/api/episode/14'],https://rickandmortyapi.com/api/character/188,2017-12-29T19:10:16.171Z
189,Katarina,Dead,Human,,Female,"{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/189.jpeg,['https://rickandmortyapi.com/api/episode/24'],https://rickandmortyapi.com/api/character/189,2017-12-29T19:13:57.070Z
190,Keara,Alive,Alien,Krootabulan,Female,"{'name': 'Krootabulon', 'url': 'https://rickandmortyapi.com/api/location/45'}","{'name': 'Earth (Replacement Dimension)', 'url': 'https://rickandmortyapi.com/api/location/20'}",https://rickandmortyapi.com/api/character/avatar/190.jpeg,['https://rickandmortyapi.com/api/episode/30'],https://rickandmortyapi.com/api/character/190,2017-12-29T19:26:06.900Z
191,Kevin,Dead,Alien,Zigerion,Male,"{'name': 'unknown', 'url': ''}","{'name': ""Zigerion's Base"", 'url': 'https://rickandmortyapi.com/api/location/46'}",https://rickandmortyapi.com/api/character/avatar/191.jpeg,['https://rickandmortyapi.com/api/episode/4'],https://rickandmortyapi.com/api/character/191,2017-12-29T19:40:07.816Z
192,King Flippy Nips,Alive,Alien,Plutonian,Male,"{'name': 'Pluto', 'url': 'https://rickandmortyapi.com/api/location/47'}","{'name': 'Pluto', 'url': 'https://rickandmortyapi.com/api/location/47'}",https://rickandmortyapi.com/api/character/avatar/192.jpeg,['https://rickandmortyapi.com/api/episode/9'],https://rickandmortyapi.com/api/character/192,2017-12-29T19:49:29.297Z
193,King Jellybean,Dead,Alien,Jellybean,Male,"{'name': 'Fantasy World', 'url': 'https://rickandmortyapi.com/api/location/48'}","{'name': 'Fantasy World', 'url': 'https://rickandmortyapi.com/api/location/48'}",https://rickandmortyapi.com/api/character/avatar/193.jpeg,['https://rickandmortyapi.com/api/episode/5'],https://rickandmortyapi.com/api/character/193,2017-12-29T19:58:44.743Z
194,Kozbian,Alive,Alien,Tentacle alien,unknown,"{'name': 'unknown', 'url': ''}","{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/194.jpeg,['https://rickandmortyapi.com/api/episode/21'],https://rickandmortyapi.com/api/character/194,2017-12-30T12:13:53.878Z
195,Kristen Stewart,Alive,Human,,Female,"{'name': 'Earth (C-500A)', 'url': 'https://rickandmortyapi.com/api/location/23'}","{'name': 'Earth (C-500A)', 'url': 'https://rickandmortyapi.com/api/location/23'}",https://rickandmortyapi.com/api/character/avatar/195.jpeg,['https://rickandmortyapi.com/api/episode/8'],https://rickandmortyapi.com/api/character/195,2017-12-30T12:19:16.042Z
196,Krombopulos Michael,Dead,Alien,Gromflomite,Male,"{'name': 'unknown', 'url': ''}","{'name': 'unknown', 'url': ''}",https://rickandmortyapi.com/api/character/avatar/196.jpeg,['https://rickandmortyapi.com/api/episode/13'],https://rickandmortyapi.com/api/character/196,2017-12-30T12:28:52.954Z
197,Kyle,Dead,Humanoid,Miniverse inhabitant,Male,"{'name': ""Zeep Xanflorp's Miniverse"", 'url': 'https://rickandmortyapi.com/api/location/49'}","{'name': ""Kyle's Teenyverse"", 'url': 'https://rickandmortyapi.com/api/location/50'}",https://rickandmortyapi.com/api/character/avatar/197.jpeg,['https://rickandmortyapi.com/api/episode/17'],https://rickandmortyapi.com/api/character/197,2017-12-30T12:39:09.025Z
198,Lady Katana,Dead,Humanoid,Cyborg,Female,"{'name': 'unknown', 'url': ''}","{'name': 'Dorian 5', 'url': 'https://rickandmortyapi.com/api/location/29'}",https://rickandmortyapi.com/api/character/avatar/198.jpeg,['https://rickandmortyapi.com/api/episode/25'],https://rickandmortyapi.com/api/character/198,2017-12-30T12:43:37.571Z
199,Larva Alien,Alive,Alien,Larva alien,unknown,"{'name': ""Larva Alien's Planet"", 'url': 'https://rickandmortyapi.com/api/location/51'}","{'name': 'Planet Squanch', 'url': 'https://rickandmortyapi.com/api/location/35'}",https://rickandmortyapi.com/api/character/avatar/199.jpeg,"['https://rickandmortyapi.com/api/episode/16', 'https://rickandmortyapi.com/api/episode/19', 'https://rickandmortyapi.com/api/episode/21']",https://rickandmortyapi.com/api/character/199,2017-12-30T12:48:44.677Z
